title,genres,user_rating,keywords,director,adult,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,Unknown,War,Western
Psycho,"['Horror', 'Thriller', 'Mystery']",0.8429000000000001,"hotel, clerk, shower, arizona, motel, halloween, stolen money, taxidermy, money, secretary, whodunit, corpse, murderer, theft, mental illness, private detective, missing person, psycho, voyeurism, voyeur, oedipus complex, double identity, proto-slasher, mother son relationship, birds, anxious, dramatic, woman on the run, corruptibility, confused identities, human vulnerabilities",Alfred Hitchcock,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
The Town,"['Crime', 'Drama', 'Thriller']",0.7218,"drug dealer, based on novel or book, ambulance, boston, massachusetts, money laundering, irish-american, bank manager, massachusetts, florist, flower shop, stolen money, hold-up robbery, volunteer, heist, friends, boston garden, shootout, police chase, best friend, bank robbery, car fire, fenway park, criminal gang, desperate, fbi agent, violence",Ben Affleck,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Dragon Ball GT: A Hero's Legacy,"['Adventure', 'Action', 'Animation', 'Science Fiction']",0.6739,"future, anime, based on anime",Osamu Kasai,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Butterfly Effect,"['Science Fiction', 'Thriller']",0.76,"prison, mind control, child abuse, amnesia, chaos theory, blackout, trauma, diary, time travel, flashback, bully, love, memory loss, psychiatrist, therapy, childhood",J. Mackye Gruber,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Wallace & Gromit: The Curse of the Were-Rabbit,"['Adventure', 'Animation', 'Comedy', 'Family']",0.7096,"northern england, hunter, competition, village, garden, villain, parody, vegetable, yorkshire, stop motion, contest, dog, rabbit, pest control, giant vegetable, claymation, plasticine, joyous, whimsical",Steve Box,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sinister,"['Horror', 'Thriller', 'Mystery']",0.6900000000000001,"drowning, pennsylvania, usa, writing, child murder, snuff, tape, home movie footage, murder, massacre, power outage, held captive, hanging, death, car fire, attic, occult, super 8mm footage, macabre, moving in, crime novelist, book writing, supernatural horror",Scott Derrickson,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
21 Jump Street,"['Action', 'Comedy', 'Crime']",0.6883,"drug dealer, high school, investigation, nerd, male friendship, parody, jock, crude humor, undercover cop, high school student, police academy, buddy cop, buddy comedy, duringcreditsstinger, high school rivalry, bicycle cop, based on tv series, backstory, cops, party drugs, high school classmates",Phil Lord,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cloudy with a Chance of Meatballs 2,"['Animation', 'Family', 'Comedy']",0.6437,"inventor, villain, sequel, food, scientist",Kris Pearn,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
47 Ronin,"['Drama', 'Action', 'Fantasy']",0.6200000000000001,"suicide, japan, samurai, based on true story, revenge, samurai sword, ronin, shogun, half breed",Carl Rinsch,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The Matrix Revolutions,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",0.6727000000000001,"dying and death, rescue, future, mission, man vs machine, underground world, machine town, martial arts, kung fu, hero, dream, fortune teller, artificial intelligence (a.i.), computer, saving the world, flying, temple, computer virus, virtual reality, fight, faith, truth, philosophy, key, killer robot, subway, dystopia, sun, sunlight, precognition, super computer, ying yang, cyberpunk, action hero, gnosticism, grand",Lilly Wachowski,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Double Jeopardy,"['Drama', 'Thriller', 'Mystery']",0.66,"sailboat, court case, sailing trip, new orleans, louisiana, ferry boat, deceived wife, women's prison, ex-cop, parole board, wrongful imprisonment, courtroom, fake death, ex-con, lost at sea, framed for murder, parolee, mother child separation, revenge plot, double jeopardy, probation officer, murder suspect, prison life, determination, halfway house, paintings, convicted murderer, revenge thriller, best friends, puget sound, whidbey island, mother looking for child, husband fakes his murder",Bruce Beresford,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
8 Mile,"['Drama', 'Music']",0.7138,"individual, adolescence, rap music, hip-hop, rhyme battle, trailer park, street gang, ethnic stereotype, rapper, ghetto, single, detroit, michigan, semi autobiographical, 1990s, battle rap",Curtis Hanson,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Baby Shark's Big Movie,"['Animation', 'Family', 'Adventure', 'Comedy']",0.6792,"big city, shark, spin off, educational, starfish",Alan Foreman,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Baby's Day Out,"['Comedy', 'Adventure', 'Family', 'Crime', 'Drama']",0.6400000000000001,"chicago, illinois, baby, kidnapping, gorilla, stupidity, hoodlum, child kidnapping, lost child, baby protagonist, child outsmarts adult",Patrick Read Johnson,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Silence,"['Horror', 'Drama', 'Thriller', 'Fantasy']",0.6000000000000001,"based on novel or book, deaf, post-apocalyptic future, survival, creature, religious cult, sign languages, deadly creature, creature attack, trying to avoid making noise",John R. Leonetti,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
The Magic of Ordinary Days,"['Drama', 'Romance', 'TV Movie']",0.7200000000000001,Unknown,Brent Shields,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
Barbie in the Nutcracker,"['Animation', 'Family']",0.6900000000000001,"mouse, musical, ballet, based on toy, vienna, austria, barbie",Owen Hurley,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Prep & Landing: Naughty vs. Nice,"['Animation', 'Comedy', 'Family']",0.6952,"holiday, christmas",Stevie Wermers-Skelton,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bride of Chucky,"['Comedy', 'Horror']",0.6065,"voodoo, route 66, evil doll, killer doll, serial killer, slasher, killer toys, toy comes to life, possessed doll, supernatural power",Ronny Yu,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Lego Movie,"['Animation', 'Family', 'Adventure', 'Comedy', 'Fantasy']",0.7400000000000001,"friendship, parent child relationship, prophecy, superhero, villain, based on comic, part live action, based on toy, falling in love, anti villain, super power, good cop bad cop, duringcreditsstinger, live action and animation, lego, father son relationship, loving, mischievous, playful, irreverent, evil tyrant, witty, hilarious, whimsical, celebratory, euphoric, exhilarated, exuberant, ridiculous",Phil Lord,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
The Rock,"['Action', 'Adventure', 'Thriller']",0.7129,"war veteran, san francisco, california, fbi, mercenary, gas attack, alcatraz prison, prison escape, shootout, u.s. navy seal, terrorism, british spy, chemist, commando, hostage situation, tourist attraction, u.s. marine, military, island prison, tourists in peril, nerve gas, disillusioned, terrorist threat, chemical weapon, fbi agent, chemical warfare, navy seals, ambivalent",Michael Bay,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Jeepers Creepers 2,"['Horror', 'Thriller']",0.6152000000000001,"farm, monster, parent child relationship, immortality, peasant, scarecrow, father, mythical creature, high school sports, revenge, high school student, school bus",Victor Salva,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Gremlins,"['Fantasy', 'Horror', 'Comedy']",0.7119,"small town, monster, holiday, department store, pet, human animal relationship, bars and restaurants, sunlight, chain saw, salesperson, midnight, fur, gremlin, banking, ymca, puppet, puppetry, christmas, pets, hilarious, enchant",Joe Dante,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Ri¢hie Ri¢h,"['Comedy', 'Family']",0.5900000000000001,"wealthy, billionaire, family, richie rich",Donald Petrie,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
xXx: State of the Union,"['Action', 'Adventure', 'Crime', 'Mystery', 'Thriller']",0.5,"helicopter, usa president, washington dc, usa, general, coup d'etat, military prison, agent, insurgent, secretary of defense",Lee Tamahori,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Coming to America,"['Comedy', 'Romance']",0.6882,"new york city, fast food restaurant, prince, fake identity, heir to the throne, royal family, fish out of water, rich man, searching for love, rich family, satirical, pretending to be poor, melodramatic, african american romance, african american lead, african royalty",John Landis,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Fallout,['Drama'],0.7596,"high school, trauma, coming of age, female protagonist, school shooting, woman director, generation z, sister sister relationship",Megan Park,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaolin Soccer,"['Action', 'Comedy']",0.7120000000000001,"martial arts, kung fu, sports, steel helmet, stadium, champion, shaolin, football (soccer), football (soccer) player",Stephen Chow Sing-Chi,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Superhero Movie,"['Comedy', 'Action', 'Science Fiction']",0.5248,"high school, superhero, anti hero, parody, dragonfly, radioactivity, spoof, duringcreditsstinger, comedy, superhero parody, spoof film",Craig Mazin,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Knowing,"['Action', 'Mystery', 'Science Fiction', 'Thriller']",0.6200000000000001,"cataclysm, code, time capsule, end of the world, astrophysicist, grieving widower, lexington massachusetts, westford massachusetts, prediction, researcher, numbers, news",Alex Proyas,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
7 Guardians of the Tomb,"['Action', 'Adventure', 'Horror']",0.5437000000000001,"china, sandstorm, spider, giant spider, chinese, tomb, spider web, archaeological expedition",Kimble Rendall,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Dinosaur,"['Animation', 'Family', 'Adventure']",0.6545000000000001,"cataclysm, asteroid, leader, villain, comet, migration, prehistory, prehistoric creature, dinosaur, birth, death, nesting grounds, cavern, lemur, mesozoic",Ralph Zondag,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Texas Chainsaw Massacre: The Beginning,['Horror'],0.61,"war veteran, sadism, psychopath, mass murder, chain saw, gore, knife, biker, prequel, murder, serial killer, leatherface, slaughterhouse, slasher, chainsaw, torture, cruelty, series of murders, cannibal, severed foot, meat hook, severed hand, 1960s",Jonathan Liebesman,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A Walk Among the Tombstones,"['Crime', 'Drama', 'Mystery', 'Thriller']",0.6329,"new york city, based on novel or book, murder, private investigator, mafia, drugs, alcoholic, kingpin, wife murder, 1990s",Scott Frank,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
On the Line,"['Thriller', 'Drama']",0.61,"radio station, psychological thriller, criminal, radio host, dramatic",Romuald Boulanger,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Battle for the Planet of the Apes,"['Action', 'Science Fiction']",0.5712,"dystopia, post-apocalyptic future, ape",J. Lee Thompson,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Markado,['Romance'],0.30000000000000004,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Piece by Piece,"['Animation', 'Music', 'Documentary']",0.77,"musical, biography, coming of age, live action and animation, lego, music documentary, experimental documentary, animated documentary, biopic",Morgan Neville,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tron,"['Science Fiction', 'Action', 'Adventure']",0.6652,"hacker, video game, virtual reality, dystopia, simulation, super computer, utopia, computer simulation, simulated reality , based on video game, arcade game, light cycle",Steven Lisberger,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Monster House,"['Animation', 'Comedy', 'Family', 'Fantasy']",0.67,"mission, monster, halloween, haunted house, neighbor, curious, child",Gil Kenan,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Enemy,"['Thriller', 'Mystery']",0.6900000000000001,"infidelity, based on novel or book, nightmare, professor, pregnancy, paranoia, toronto, canada, delusion, symbolism, spider, surrealism, mental illness, dream sequence, doppelgänger, double identity, subconscious",Denis Villeneuve,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Superman II,"['Science Fiction', 'Action', 'Adventure']",0.67,"saving the world, superhero, loss of virginity, based on comic, sequel, niagara falls, criminal, super power, phantom zone, rocket fired grenade, crystal machine, superhuman strength, duringcreditsstinger",Richard Lester,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
In the Realm of the Senses,"['Drama', 'Romance']",0.66,"japan, pornography, jealousy, geisha, brothel, sake, longing, deceived wife, based on true story, sadomasochism, mistress, prostitution, nymphomania, 1930s, depravation, sex, penis mutilation, erotic asphyxiation",Nagisa Ōshima,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Den of Thieves 2: Pantera,"['Action', 'Crime', 'Thriller']",0.0,Unknown,Christian Gudegast,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Jack Frost,"['Comedy', 'Family', 'Drama', 'Fantasy']",0.6000000000000001,"loss of loved one, holiday, christmas party, loss, snowman, christmas story, christmas",Troy Miller,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
The Emoji Movie,"['Animation', 'Family', 'Comedy']",0.543,"villain, parody, 3d animation, emoji",Tony Leondis,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Yesterday,"['Comedy', 'Fantasy', 'Music', 'Romance']",0.6698000000000001,"musician, pop singer, liverpool, england, music festival, united kingdom, rock concert, alternative reality, moral dilemma, dramatic, cheerful",Danny Boyle,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
Mystic River,"['Thriller', 'Crime', 'Drama', 'Mystery']",0.7742,"child abuse, sexual abuse, workers' quarter, based on novel or book, loss of loved one, suppressed past, boston, massachusetts, repayment, arbitrary law, loyalty, massachusetts, whodunit, biting, guilt, childhood sexual abuse, mysterious, grim, vengeance, poker race, massachusetts, usa, sex abuse, forceful, ominous",Clint Eastwood,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
A Whisker Away,"['Animation', 'Drama', 'Romance', 'Fantasy']",0.7881,"mask, secret love, magic, transformation, supernatural, anthropomorphism, slice of life, unrequited love, school, cartoon cat, animals, parallel world, personal growth, anime, cat girl, isekai",Tomotaka Shibayama,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
The Smurfs 2,"['Fantasy', 'Family', 'Comedy', 'Animation']",0.58,based on cartoon,Raja Gosnell,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Dual,"['Science Fiction', 'Comedy', 'Drama']",0.6000000000000001,"clone, terminal illness, duel, human clone, near future",Riley Stearns,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The Lighthouse,"['Drama', 'Fantasy', 'Thriller']",0.75,"island, nightmare, isolation, mermaid, hallucination, lighthouse, lighthouse keeper   , gay interest, storm, male masturbation, new england, madness, drunkenness, 19th century, isolated island",Robert Eggers,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Child's Play,['Horror'],0.6717,"chicago, illinois, birthday, gun, voodoo, stalker, evil doll, murder, killer doll, serial killer, slasher, explosion, single mother, killer, doll, evil, killer toys, toy comes to life, possessed doll, supernatural power, mother and son, falling out window",Tom Holland,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
My Friend's Mom,['Romance'],0.35000000000000003,softcore,Tak Seung-oh,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Cruel Fixation,['Thriller'],0.67,Unknown,Damián Romay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
An American Pickle,"['Comedy', 'Drama']",0.5709,"immigrant, time travel, jewish american, brooklyn, new york city, duringcreditsstinger, jewish culture, jewish family, yiddish language, pickle",Brandon Trost,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hancock,"['Fantasy', 'Action']",0.6348,"love of one's life, flying, alcohol, advertising expert, superhero, pokies, forbidden love, lovers, invulnerability, affection, alcoholism, los angeles, california, duringcreditsstinger, desperate",Peter Berg,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Nanny McPhee,"['Fantasy', 'Comedy', 'Family']",0.67,"loss of loved one, nanny, education, family relationships, widower, single father, wizard, 19th century, based on young adult novel",Kirk Jones,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Girl, Interrupted",['Drama'],0.76,"based on novel or book, escape, suicide attempt, identity, insanity, female friendship, based on true story, borderline personality disorder, psychiatric hospital, mental institution, female protagonist, based on memoir or autobiography, psychiatrist, mental illness, psychiatric ward, meditative, 1960s, factual, exuberant",James Mangold,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Moonraker,"['Action', 'Adventure', 'Thriller', 'Science Fiction']",0.6160000000000001,"space marine, based on novel or book, venice, italy, mass murder, rio de janeiro, space suit, marcus square, space battle, secret base, gondola, laser, space travel, utopia, boat chase, mi6, astronaut, british secret service, space shuttle, cable car",Lewis Gilbert,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
House of Pleasures,['Drama'],0.65,"paris, france, brothel, eroticism, sexual fantasy, sexual humiliation, prostitution, sexual desire, sexual favor, sexual exploration, sexual experimentation, sexual relationship, sexual attitudes, sexual discovery, sexual education",Bertrand Bonello,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Annihilation,"['Science Fiction', 'Horror']",0.6400000000000001,"depression, florida, quarantine, coma, based on novel or book, mutation, self-destruction, professor, dna, expedition, transformation, alligator, hybrid, swamp, meteor, grief, physicist, cancer, memory loss, psychologist, scientist, paramedic, missing person, beast, geologist, biologist, unusual phenomena, compound, missing husband, fauna, mysterious life form, flora",Alex Garland,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Batman,"['Fantasy', 'Action', 'Crime']",0.7231000000000001,"dual identity, double life, chemical, crime fighter, superhero, villain, based on comic, mobster, organized crime, criminal, super power, madness, cautionary, good versus evil",Tim Burton,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Finding Dory,"['Adventure', 'Animation', 'Comedy', 'Family']",0.7000000000000001,"fish, amnesia, octopus, sequel, anthropomorphism, underwater, aftercreditsstinger, clownfish",Andrew Stanton,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
End of Days,"['Action', 'Horror', 'Fantasy']",0.61,"new year's eve, new york city, nightmare, faith, christianity, pastor, bible, satanist, ex-cop, atheist, anti-christ, millenium, priest, hospital, explosion, church, devil, ritual murder, stigmata, supernatural horror, good versus evil, security agent, private security organization",Peter Hyams,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Tears of the Sun,"['War', 'Action', 'Drama']",0.6900000000000001,"civil war, war crimes, refugee, village, evacuation, border, rescue mission, us army, nigeria, president, doctor, massacre, brutality, military, child soldier",Antoine Fuqua,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
